doi,name,series,caption,AA_des,YS,UTS,temper,elong,flag,flag_note
10.1016/s0921-5093(02)00158-2,Al-4Mg-5Zn,7000,"Tension test results for YS, UTS, EF, K, n",,412,462,,10,FALSE,
10.1016/j.msea.2007.05.116,Base-T7451,7000,Summary of actual and predicted properties for friction stirred samples,7050,489.5,551.6,T7451,17,FALSE,
10.1016/j.jmatprotec.2016.06.026,Rolling (0deg),7000,Mechanical properties for AA7075-O sheets of 1.6mm thickness.,7075,110,214,O,,FALSE,
10.1016/j.jmatprotec.2016.06.026,Diagonal (45deg),7000,Mechanical properties for AA7075-O sheets of 1.6mm thickness.,7075,108,212,O,,FALSE,
10.1016/j.jmatprotec.2016.06.026,Transverse (90deg),7000,Mechanical properties for AA7075-O sheets of 1.6mm thickness.,7075,112,218,O,,FALSE,
10.1016/j.jmatprotec.2016.06.026,Average:      x 0  + 2  x  45   +  x  90    4,7000,Mechanical properties for AA7075-O sheets of 1.6mm thickness.,7075,109.5,214,O,,FALSE,
10.1007/s11665-014-0936-5,Bal.,7000,Chemical compositions and mechanical properties of 7B04-T74 aluminum alloy,,,486,T74,11,FALSE,
10.1016/j.msea.2017.12.067,120degC/24h 7055,7000,Tensile properties of the 7055 and 7055-0.25Sc alloys with various aging parameters.,7055,577,654,,13,FALSE,
10.1016/j.msea.2017.12.067,120degC/24h 7055-0.25Sc,7000,Tensile properties of the 7055 and 7055-0.25Sc alloys with various aging parameters.,7055,600,679,,14,FALSE,
10.1016/j.msea.2017.12.067,150degC/8h 7055,7000,Tensile properties of the 7055 and 7055-0.25Sc alloys with various aging parameters.,7055,589,627,,8,FALSE,
10.1016/j.msea.2017.12.067,150degC/8h 7055-0.25Sc,7000,Tensile properties of the 7055 and 7055-0.25Sc alloys with various aging parameters.,7055,611,648,,12,FALSE,
10.1016/j.msea.2017.12.067,150degC/30h 7055,7000,Tensile properties of the 7055 and 7055-0.25Sc alloys with various aging parameters.,7055,557,585,,10,FALSE,
10.1016/j.msea.2017.12.067,150degC/30h 7055-0.25Sc,7000,Tensile properties of the 7055 and 7055-0.25Sc alloys with various aging parameters.,7055,602,628,,12,FALSE,
10.1016/j.msea.2018.01.040,T6,7000,"Hardness, electrical conductivity and mechanical properties of the alloy under various aging tempers.",,658,704,T6,13.5,FALSE,
10.1016/j.msea.2018.01.040,T79,7000,"Hardness, electrical conductivity and mechanical properties of the alloy under various aging tempers.",,671,683,T79,10.3,FALSE,
10.1016/j.msea.2018.01.040,T74,7000,"Hardness, electrical conductivity and mechanical properties of the alloy under various aging tempers.",,590,614,T74,13.7,FALSE,
10.1016/j.msea.2018.01.040,T73,7000,"Hardness, electrical conductivity and mechanical properties of the alloy under various aging tempers.",,546,581,T73,14.1,FALSE,
10.1016/j.jallcom.2015.10.108,Cast AA7075,7000,Properties of cast and friction stir processed AA7075/TiB2 AMC.,7075,,143,,8.2,FALSE,
10.1016/j.jallcom.2015.10.108,Cast AA7075/9wt.% TiB2,7000,Properties of cast and friction stir processed AA7075/TiB2 AMC.,7075,,287,,3.4,FALSE,
10.1016/j.jallcom.2015.10.108,FSPed AA7075/9wt.% TiB2,7000,Properties of cast and friction stir processed AA7075/TiB2 AMC.,7075,,340,,2.5,FALSE,
10.1016/j.jallcom.2012.03.108,Al-Zn-Mg,7000,Mechanical properties of Al-Zn-Mg alloys with different Sc and Zr additives under different processing conditions.,W,183,328,,25.2,FALSE,
10.1016/j.jallcom.2012.03.108,Al-Zn-Mg,7000,Mechanical properties of Al-Zn-Mg alloys with different Sc and Zr additives under different processing conditions.,T6,439,498,,16.5,FALSE,
10.1016/j.jallcom.2012.03.108,Al-Zn-Mg-0.1Sc-0.1Zr,7000,Mechanical properties of Al-Zn-Mg alloys with different Sc and Zr additives under different processing conditions.,W,252,378,,23.6,FALSE,
10.1016/j.jallcom.2012.03.108,Al-Zn-Mg-0.1Sc-0.1Zr,7000,Mechanical properties of Al-Zn-Mg alloys with different Sc and Zr additives under different processing conditions.,T6,505,529,,14.1,FALSE,
10.1016/j.jallcom.2012.03.108,Al-Zn-Mg-0.25Sc-0.1Zr,7000,Mechanical properties of Al-Zn-Mg alloys with different Sc and Zr additives under different processing conditions.,W,275,397,,23.3,FALSE,
10.1016/j.jallcom.2012.03.108,Al-Zn-Mg-0.25Sc-0.1Zr,7000,Mechanical properties of Al-Zn-Mg alloys with different Sc and Zr additives under different processing conditions.,T6,535,556,,12.1,FALSE,
10.1016/j.jallcom.2013.05.117,Heavily-extruded,7000,Ambient uniaxial-tensile mechanical properties of 7055 alloys with different extrusion deformation and aging status.,7055,325,375,,12,FALSE,
10.1016/j.jallcom.2013.05.117,As-aged,7000,Ambient uniaxial-tensile mechanical properties of 7055 alloys with different extrusion deformation and aging status.,7055,608,667,T6,10,FALSE,
10.1016/j.jallcom.2014.10.044,Al-Zn-Mg-Cu-Zr,7000,"Mechanical properties, plane strain fracture toughness (KIC
), critical stress intensity factor of stress corrosion cracking (KISCC
), and SCC duration for the T6-tempered Al-Zn-Mg-Cu-Zr and Al-Zn-Mg-Cu-Zr-Er-Cr alloys.",,680.3,706.1,T6,8.9,FALSE,
10.1016/j.jallcom.2014.10.044,Al-Zn-Mg-Cu-Zr-Er-Cr,7000,"Mechanical properties, plane strain fracture toughness (KIC
), critical stress intensity factor of stress corrosion cracking (KISCC
), and SCC duration for the T6-tempered Al-Zn-Mg-Cu-Zr and Al-Zn-Mg-Cu-Zr-Er-Cr alloys.",,720.5,736.5,T6,9.2,FALSE,
10.1016/j.jallcom.2008.01.137,0,7000,"Transverse mechanical properties of over-aged 7050 Al plate at a strain rate of 1x10-6
s-1",7050,,512,T7,6.6,FALSE,
10.1016/j.jallcom.2008.01.137,1,7000,"Transverse mechanical properties of over-aged 7050 Al plate at a strain rate of 1x10-6
s-1",7050,,507,T7,7.1,FALSE,
10.1016/j.jallcom.2008.01.137,2,7000,"Transverse mechanical properties of over-aged 7050 Al plate at a strain rate of 1x10-6
s-1",7050,,507,T7,8.3,FALSE,
10.1016/j.jallcom.2008.01.137,5,7000,"Transverse mechanical properties of over-aged 7050 Al plate at a strain rate of 1x10-6
s-1",7050,,480,T7,7.5,FALSE,
10.1016/j.jallcom.2008.01.137,0,7000,"Transverse mechanical properties of over-aged 7050 Al plate at a strain rate of 1x10-6
s-1",7050,,507,T7,6.2,FALSE,
10.1016/j.jallcom.2008.01.137,1,7000,"Transverse mechanical properties of over-aged 7050 Al plate at a strain rate of 1x10-6
s-1",7050,,499,T7,6.5,FALSE,
10.1016/j.jallcom.2008.01.137,2,7000,"Transverse mechanical properties of over-aged 7050 Al plate at a strain rate of 1x10-6
s-1",7050,,507,T7,6.5,FALSE,
10.1016/j.jallcom.2008.01.137,5,7000,"Transverse mechanical properties of over-aged 7050 Al plate at a strain rate of 1x10-6
s-1",7050,,480,T7,6,FALSE,
10.1016/j.jmatprotec.2018.05.010,AA7075-T6,7000,Mechanical properties of the as-received AA7075-T6. (ASTM E8/B557).,7075,525.5,591,T6,11.15,FALSE,
10.1016/j.jallcom.2018.05.085,Initial material (annealed),7000,Microhardness values and mechanical properties derived from stress-strain curves of the unpressed and ECAPed AA7075 aluminium alloy at different passes.,7075,118,231,O,15.5,FALSE,
10.1016/j.jallcom.2018.05.085,2 passes ECAPed (annealed),7000,Microhardness values and mechanical properties derived from stress-strain curves of the unpressed and ECAPed AA7075 aluminium alloy at different passes.,7075,315,378,O,6.25,FALSE,
10.1016/j.jallcom.2018.05.085,4 passes ECAPed (annealed),7000,Microhardness values and mechanical properties derived from stress-strain curves of the unpressed and ECAPed AA7075 aluminium alloy at different passes.,7075,360,452,O,9,FALSE,
10.1016/j.jallcom.2018.05.085,Initial material (T6),7000,Microhardness values and mechanical properties derived from stress-strain curves of the unpressed and ECAPed AA7075 aluminium alloy at different passes.,7075,498,542,T6,11.39,FALSE,
10.1016/j.jallcom.2018.05.085,1 pass ECAPed (SSS),7000,Microhardness values and mechanical properties derived from stress-strain curves of the unpressed and ECAPed AA7075 aluminium alloy at different passes.,7075,622,664,,8.67,FALSE,
10.1016/j.matchar.2005.04.007,7075 T6,7000,Mechanical properties in transverse direction of the FSP 7075 alloy compared with the parent material,7075,524,587,T6,11,FALSE,
10.1016/j.matchar.2005.04.007,7075 T6 FSP,7000,Mechanical properties in transverse direction of the FSP 7075 alloy compared with the parent material,7075,325,450,T6,7,FALSE,
10.1016/j.matchar.2006.03.003,7150-T6(L),7000,Tensile properties of the alloys,7150,602,643,T6,15.5,FALSE,
10.1016/j.matchar.2018.04.029,Base alloy,7000,Tensile properties of base alloy and FSW joints of 7055 aluminium alloy.,7055,584,630,,12.9,FALSE,
10.1016/j.matchar.2018.04.029,Air-cooled joint,7000,Tensile properties of base alloy and FSW joints of 7055 aluminium alloy.,7055,368,417,,3.4,FALSE,
10.1016/j.matchar.2018.04.029,Water-cooled joint,7000,Tensile properties of base alloy and FSW joints of 7055 aluminium alloy.,7055,440,457,,4,FALSE,
10.1016/s0043-1648(03)00373-9,7075 alloy,7000,Mechanical properties of specimens,7075,460,540,,,FALSE,
10.1016/j.corsci.2008.09.031,Laser peening (1 layer),7000,Summary of slow strain rate test results for 7075 AA tensile samples tested in 3.5% NaCl solution at room temperature.,7075,,347.5,,2.6,FALSE,
10.1016/j.corsci.2008.09.031,Laser peening (3 layers),7000,Summary of slow strain rate test results for 7075 AA tensile samples tested in 3.5% NaCl solution at room temperature.,7075,,360.7,,4.8,FALSE,
10.1016/j.corsci.2008.09.031,Laser peening (6 layers),7000,Summary of slow strain rate test results for 7075 AA tensile samples tested in 3.5% NaCl solution at room temperature.,7075,,368.2,,2.8,FALSE,
10.1016/j.corsci.2008.09.031,Shot peening,7000,Summary of slow strain rate test results for 7075 AA tensile samples tested in 3.5% NaCl solution at room temperature.,7075,,364.7,,2.9,FALSE,
10.1016/j.corsci.2008.09.031,No peening,7000,Summary of slow strain rate test results for 7075 AA tensile samples tested in 3.5% NaCl solution at room temperature.,7075,,368.4,,2.3,FALSE,
10.1016/j.corsci.2012.08.024,Al-Zn-Mg,7000,SSRT results of the studied alloys aged at 120degC for different aging durations.,,416,463,,14.5,FALSE,
10.1016/j.corsci.2012.08.024,Al-Zn-Mg,7000,SSRT results of the studied alloys aged at 120degC for different aging durations.,,411,455,,11.6,FALSE,
10.1016/j.corsci.2012.08.024,Al-Zn-Mg,7000,SSRT results of the studied alloys aged at 120degC for different aging durations.,,442,492,,14.4,FALSE,
10.1016/j.corsci.2012.08.024,Al-Zn-Mg,7000,SSRT results of the studied alloys aged at 120degC for different aging durations.,,437,487,,12.7,FALSE,
10.1016/j.corsci.2012.08.024,Al-Zn-Mg,7000,SSRT results of the studied alloys aged at 120degC for different aging durations.,,450,485,,15.4,FALSE,
10.1016/j.corsci.2012.08.024,Al-Zn-Mg,7000,SSRT results of the studied alloys aged at 120degC for different aging durations.,,445,482,,13.7,FALSE,
10.1016/j.corsci.2012.08.024,Al-Zn-Mg-Sc-Zr,7000,SSRT results of the studied alloys aged at 120degC for different aging durations.,,493,532,,19.4,FALSE,
10.1016/j.corsci.2012.08.024,Al-Zn-Mg-Sc-Zr,7000,SSRT results of the studied alloys aged at 120degC for different aging durations.,,491,531,,16,FALSE,
10.1016/j.corsci.2012.08.024,Al-Zn-Mg-Sc-Zr,7000,SSRT results of the studied alloys aged at 120degC for different aging durations.,,513,540,,19.4,FALSE,
10.1016/j.corsci.2012.08.024,Al-Zn-Mg-Sc-Zr,7000,SSRT results of the studied alloys aged at 120degC for different aging durations.,,509,540,,17.9,FALSE,
10.1016/j.corsci.2012.08.024,Al-Zn-Mg-Sc-Zr,7000,SSRT results of the studied alloys aged at 120degC for different aging durations.,,509,532,,19.6,FALSE,
10.1016/j.corsci.2012.08.024,Al-Zn-Mg-Sc-Zr,7000,SSRT results of the studied alloys aged at 120degC for different aging durations.,,507,532,,18.8,FALSE,
10.1016/j.engfracmech.2006.10.010,71,7000,Properties of aluminium alloy 7075 T6,7075,503,572,T6,,FALSE,
10.1016/j.engfracmech.2006.12.031,AA 7075-T651,7000,Static properties of aluminum alloys 7075-T651 and 7475-T651 (Alcoa),7075,515,762,T651,11.27,FALSE,
10.1016/j.engfracmech.2006.12.031,AA 7475-T651,7000,Static properties of aluminum alloys 7075-T651 and 7475-T651 (Alcoa),7475,496.6,758,T651,14.11,FALSE,
10.1016/j.msea.2018.06.080,Initial condition,7000,Mechanical properties of Al-Zn-Mg-Cu alloy before and after the ECAE process up to two passes.,,187,224,,12.1,FALSE,
10.1016/j.msea.2018.06.080,After the 1st pass,7000,Mechanical properties of Al-Zn-Mg-Cu alloy before and after the ECAE process up to two passes.,,318,359,,3.3,FALSE,
10.1016/j.msea.2018.06.080,After the 2nd pass,7000,Mechanical properties of Al-Zn-Mg-Cu alloy before and after the ECAE process up to two passes.,,384,407,,2.7,FALSE,
10.1016/j.jmatprotec.2018.06.022,419,7000,Mechanical properties of 7075-T73 aluminum alloy.,7075,419,498,T73,10.5,FALSE,
10.1016/j.engfailanal.2013.06.016,Value,7000,Mechanical properties of Aluminum alloy 7B04-T74 (L-S).,,536,598,T74,,FALSE,
10.1007/s11661-009-0069-x,7075-T6 (D),7000,Mechanical Properties of As-Received Aluminum Alloys,7075,475,545,T6,8,FALSE,
10.1016/j.matdes.2015.06.041,AA7005-T6,7000,Mechanical properties of Mg-Y-Zn-Al alloys.,7005,290,350,T6,13,FALSE,
10.1016/j.scriptamat.2008.11.032,7075-T6 Sheet,7000,Summary of tensile test results for the 7075-T6 sheet and 7075-FSP alloy.,7075,502,545,T6,12,FALSE,
10.1016/j.scriptamat.2008.11.032,7075-FSP,7000,Summary of tensile test results for the 7075-T6 sheet and 7075-FSP alloy.,7075,461,514,,16,FALSE,
10.1016/j.compstruct.2015.02.034,7075-O,7000,Tensile test on aluminum and GRP specimen.,7075,111,213,O,13.5,FALSE,
10.1016/j.actamat.2013.06.036,7050,7000,Comparisons of the mechanical properties exhibited by three commercial Al alloys subjected to the T6 and T6I4 heat-treatment schedules .,7050,546,621,T6,14,FALSE,
10.1016/j.actamat.2013.06.036,7050,7000,Comparisons of the mechanical properties exhibited by three commercial Al alloys subjected to the T6 and T6I4 heat-treatment schedules .,7050,527,626,T6I4,16,FALSE,
10.1016/j.jmatprotec.2008.04.020,7075 T65,7000,Material properties of the aluminium alloys 2024 T45 and 7075 T65,7075,505,570,T65,10,FALSE,
10.1016/j.ijfatigue.2010.01.010,Al 7050-T7451,7000,Summary of experimental data under constant amplitude loading.,7050,455,515,T7451,,FALSE,
10.1016/j.ijfatigue.2010.01.010,Al 7075-T6,7000,Summary of experimental data under constant amplitude loading.,7075,520,575,T6,,FALSE,
10.1007/s10853-010-4373-z,7075,7000,Properties of 7075 aluminium alloy plate and Mg-12Gd-3Y-0.5Zr magnesium alloy plate,7075,,502,,,FALSE,
10.1016/j.actamat.2012.08.020,Al7075-T73,7000,Nominal properties of Al5052 and Al7075 .,7075,435,505,T73,13,FALSE,
10.1016/j.matdes.2015.10.123,7075-T6,7000,Comparison of different potential pulley materials density and strength.,7075,,570,T6,,FALSE,
10.1016/j.jmatprotec.2006.03.192,AA7075-T6,7000,The materials mechanical characteristics,7075,,530,T6,,FALSE,
10.1016/j.matdes.2015.08.050,AA7075-T6,7000,Mechanical properties of the base material from tensile tests.,7075,498,560,T6,,FALSE,
10.1007/s11661-011-1044-x,427,7000,Tensile Property of 7050-T7451 Used in this Study,7050,427,496,T7451,9,FALSE,
10.1016/j.matdes.2015.05.074,AA7050-T7451,7000,Nominal composition and mechanical properties for AA6061-T6 and AA7050-T7451 plates.,7050,469,524,T7451,11,FALSE,
10.1016/j.actamat.2012.10.038,AA 7075,7000,Mechanical properties of selected UFG metals and alloys produced by SPD.,7075,105,230,O,17,FALSE,
10.1016/j.actamat.2012.10.038,AA 7075,7000,Mechanical properties of selected UFG metals and alloys produced by SPD.,7075,503,525,T6,9,FALSE,
10.1016/j.actamat.2012.10.038,AA 7075 ECAP 2Bc + NA 1 month,7000,Mechanical properties of selected UFG metals and alloys produced by SPD.,7075,650,720,,8.4,FALSE,
10.1016/j.actamat.2016.08.079,7050/AZ31-3,7000,"Yield strength, ultimate compressive strength of 7050/AZ31 rods under compression along the ED.",7050,311,417,,,FALSE,
10.1016/j.actamat.2016.08.079,7050/AZ31-4,7000,"Yield strength, ultimate compressive strength of 7050/AZ31 rods under compression along the ED.",7050,330,435,,,FALSE,
10.1016/j.actamat.2016.08.079,7050/AZ31-5,7000,"Yield strength, ultimate compressive strength of 7050/AZ31 rods under compression along the ED.",7050,353,463,,,FALSE,
10.1016/s1359-6462(98)00296-6,7075-T6 [10],7000,Tensile Properties of WE43 Alloy at Dynamic Strain Rate. Included are the Data for some Aluminum Alloys [9-11].,7075,,628,T6,11,FALSE,
10.1016/j.msea.2015.11.075,AA7050-T7451,7000,Nominal composition and mechanical properties for AA6061-T6 and AA7050-T7451 plates.,7050,469,524,T7451,11,FALSE,
10.1016/j.msea.2004.01.134,Al 7175-T74,7000,Mechanical properties of test materials,7175,499,554,T74,10.2,FALSE,
10.1016/j.msea.2009.05.039,Wrought 7075-T6,7000,A summary of the ambient tensile testing properties measured for Alumix 431D in the T1 and T6 conditions. Data on wrought 7075 included for comparison purposes [22].,7075,485,550,T6,14,FALSE,
10.1016/j.msea.2015.06.023,TiB2/7050 composite,7000,Tensile properties of the TiB2/7050 composite and the 7050 Al alloy at T6 state.,7050,701,746,T6,6,FALSE,
10.1016/j.msea.2015.06.023,7050 Al alloy,7000,Tensile properties of the TiB2/7050 composite and the 7050 Al alloy at T6 state.,7050,660,711,T6,12.2,FALSE,
10.1016/s0921-5093(02)00942-5,7475+0.2Sc*,7000,Tensile properties of the 2024 and 7475 alloy castings,7475,,290,,0.5,FALSE,
10.1016/s0921-5093(02)00942-5,7475+0.4Sc*,7000,Tensile properties of the 2024 and 7475 alloy castings,7475,,371,,4,FALSE,
10.1016/s0921-5093(02)00942-5,7475+0.6Sc*,7000,Tensile properties of the 2024 and 7475 alloy castings,7475,,382,,3,FALSE,
10.1016/s0921-5093(02)00942-5,7475+0.8Sc*,7000,Tensile properties of the 2024 and 7475 alloy castings,7475,,355,,1.5,FALSE,
10.1016/s0921-5093(99)00069-6,7075-T6,7000,Mechanical properties of AA2024-T3 and 7075-T6[24],7075,505,570,T6,14,FALSE,
10.1016/j.msea.2015.04.104,7050,7000,"Solution and peak-aging tempers for the 6 Al-Zn-Mg-Cu alloys, and the tensile properties and electrical conductivities for the 6 peak-aged aluminum alloys.",7050,540,620,T6,,FALSE,
10.1016/j.msea.2015.04.104,7150,7000,"Solution and peak-aging tempers for the 6 Al-Zn-Mg-Cu alloys, and the tensile properties and electrical conductivities for the 6 peak-aged aluminum alloys.",7150,582,660,T6,,FALSE,
10.1016/j.msea.2015.04.104,7055,7000,"Solution and peak-aging tempers for the 6 Al-Zn-Mg-Cu alloys, and the tensile properties and electrical conductivities for the 6 peak-aged aluminum alloys.",7055,595,673,T6,,FALSE,
10.1016/j.msea.2007.06.047,5.6,7000,Nominal chemical compositions and tensile properties of 7075Al-T651 rolled plate,7075,502,574,T651,12.6,FALSE,
10.1016/j.msea.2007.07.048,AA7039,7000,Mechanical properties of base metals,7039,400,460,,15,FALSE,
10.1016/j.msea.2007.07.048,AA7075,7000,Mechanical properties of base metals,7075,430,520,,10,FALSE,
10.1016/s0924-0136(99)00291-5,7010 chill cast-T6 [41],7000,Tensile properties of conventional and squeeze cast alloys,7010,478,524.5,T6,5.3,FALSE,
10.1016/s0924-0136(99)00291-5,7010 squeeze cast-T6 (50MPa) [41],7000,Tensile properties of conventional and squeeze cast alloys,7010,480,556.5,T6,12,FALSE,
10.1016/j.jmatprotec.2007.12.036,7075 T6,7000,"Tensile properties of the welded joints in all the studied conditions, compared with those of two parent alloys",7075,503,572,T6,11,FALSE,
10.1016/j.jmatprotec.2008.08.028,Al 7075-T6,7000,The mechanical properties of the aluminum 5754-O and 7075-T6 sheets,7075,469,578,T6,11,FALSE,
10.1016/j.jmatprotec.2014.01.003,A7075-a T6 Air,7000,"Room temperature ultimate tensile strength (UTS), yield strength (YS) and elongation (A) of the specimens extruded from powder green compacts heated in air and in nitrogen. The THD of the green compacts was approximately 75%; in the case of the A1050-c powder, the THD was 90%.",7075,409,462,T6,19,FALSE,
