doi,name,series,caption,AA_des,YS,UTS,temper,elong,flag,flag_note
10.1016/j.wear.2010.12.078,,6000,Mechanical properties of Al6061 alloy and Al6061-SiC composites.,6061,184,347,,,FALSE,
10.1016/s0010-938x(00)00170-0,SiC/Al,6000,Extrusion temperature and mechanical properties of SiC/Al,,,468,,,FALSE,
10.1016/j.engfracmech.2012.06.012,145,6000,Principal mechanical properties of aluminum alloy 6063-T5.,6063,,187,T5,,FALSE,
10.1016/j.engfracmech.2013.01.011,289.9,6000,Mechanical properties of 6061-T6 aluminum alloy.,6061,,328,T6,,FALSE,
10.1016/j.engfracmech.2017.11.006,257,6000,Mechanical properties and chemical composition of aluminum 6061-T6.,6061,,300,T6,12,FALSE,
10.1016/j.jnucmat.2018.05.070,Al6061,6000,Mechanical properties data for the raw materials used for the fabricated Al6061-T6:304LSS joints.,6061,298,325,T6,15.5,FALSE,
10.1016/j.addma.2018.05.047,Specimen 1,6000,Comparison of mechanical properties of LPBF fabricated AA6061 and wrought annealed AA6061 for both annealed and T6 heat treated conditions [41].,6061,,66,T6,,FALSE,
10.1016/j.addma.2018.05.047,Specimen 2,6000,Comparison of mechanical properties of LPBF fabricated AA6061 and wrought annealed AA6061 for both annealed and T6 heat treated conditions [41].,6061,,75,T6,,FALSE,
10.1016/j.addma.2018.05.047,Specimen 1,6000,Comparison of mechanical properties of LPBF fabricated AA6061 and wrought annealed AA6061 for both annealed and T6 heat treated conditions [41].,6061,,282,T6,,FALSE,
10.1016/j.addma.2018.05.047,Specimen 2,6000,Comparison of mechanical properties of LPBF fabricated AA6061 and wrought annealed AA6061 for both annealed and T6 heat treated conditions [41].,6061,,290,T6,,FALSE,
10.1016/j.addma.2018.05.047,Wrought AA6061-O,6000,Comparison of mechanical properties of LPBF fabricated AA6061 and wrought annealed AA6061 for both annealed and T6 heat treated conditions [41].,6061,,55,T6,,FALSE,
10.1016/j.addma.2018.05.047,Wrought T6 treated AA-6061,6000,Comparison of mechanical properties of LPBF fabricated AA6061 and wrought annealed AA6061 for both annealed and T6 heat treated conditions [41].,6061,,276,T6,,FALSE,
10.1016/j.jallcom.2018.07.072,6061,6000,Mechanical properties of the three kinds of materials.,6061,70,144,,8.8,FALSE,
10.1016/j.jallcom.2018.07.072,6061Al/12 wt%B4C,6000,Mechanical properties of the three kinds of materials.,6061,148,241,,5.4,FALSE,
10.1016/j.jallcom.2018.07.072,6061Al/12 wt%B4C +Al2O3,6000,Mechanical properties of the three kinds of materials.,6061,242,306,,2.9,FALSE,
10.1016/j.matdes.2016.02.011,EURA1,7000,Mechanical properties of Al-Zn-Mg-Cu alloys,,,819,,7.1,FALSE,
10.1016/j.matdes.2016.02.011,Al-10.66Zn-2.48Mg-1.41Cu-0.17Zr-0.17Sc,7000,Mechanical properties of Al-Zn-Mg-Cu alloys,,,774,,13.7,FALSE,
10.1016/j.matdes.2016.02.011,Al-12Zn-3.34Mg-1.3Cu-0.34Mn-0.2Cr,7000,Mechanical properties of Al-Zn-Mg-Cu alloys,,,769.4,,4.3,FALSE,
10.1016/j.matdes.2016.02.011,Al-5.97Zn-1.96Mg-2.25Cu-0.07Zr-0.08Fe-0.02Si,7000,Mechanical properties of Al-Zn-Mg-Cu alloys,,,483,,17,FALSE,
10.1016/j.matdes.2016.02.011,Al-8.6Zn-2.6Mg-2.2Cu,7000,Mechanical properties of Al-Zn-Mg-Cu alloys,,,754,,8,FALSE,
10.1016/j.matdes.2016.02.011,Al-12.82Zn-3.2Mg-1.28Cu-0.17Mn-0.17Cr,7000,Mechanical properties of Al-Zn-Mg-Cu alloys,,,817,,1.2,FALSE,
10.1016/j.matdes.2016.02.011,Al-10.8Zn-2.8Mg-1.9Cu-0.16Zr,7000,Mechanical properties of Al-Zn-Mg-Cu alloys,,,818,,8.9,FALSE,
10.1016/j.matdes.2016.02.011,Al-11.5Zn-3.6Mg-1.8Cu-0.15Ni-0.3Zr-15SiC.,7000,Mechanical properties of Al-Zn-Mg-Cu alloys,,,475,,16.5,FALSE,
10.1016/j.matdes.2016.02.011,Al-8Zn-2.5Mg-1.6Cu-0.25Mn-0.20Cr-0.20Zr,7000,Mechanical properties of Al-Zn-Mg-Cu alloys,,,755,,9,FALSE,
10.1016/j.matdes.2016.02.011,Al-8.11Zn-2.01Mg-2.36Cu-0.12Zr (as-cast + hot extrusion + T6),7000,Mechanical properties of Al-Zn-Mg-Cu alloys,,,622,T6,9.1,FALSE,
10.1016/j.matdes.2016.02.011,Al-8.31Zn-2.07Mg-2.46Cu-0.12Zr (spray-deposited + hot extrusion + T6),7000,Mechanical properties of Al-Zn-Mg-Cu alloys,,,723,T6,11,FALSE,
10.1016/j.matdes.2016.02.011,Al-8.11Zn-2.01 Mg-2.36Cu-0.12Zr (as-cast + hot extrusion + solution),7000,Mechanical properties of Al-Zn-Mg-Cu alloys,,,577,W,16.6,FALSE,
10.1016/j.matdes.2016.02.011,Al-8.31Zn-2.07 Mg-2.46Cu-0.12Zr (spray-deposited + hot extrusion + solution treatment),7000,Mechanical properties of Al-Zn-Mg-Cu alloys,,,684,W,17.4,FALSE,
10.1007/s11661-010-0395-z,T6,7000,Tensile Test of 7075 (T6 and T73) Aluminum Alloys,7075,427,561,T6,,FALSE,
10.1007/s11661-010-0395-z,T73,7000,Tensile Test of 7075 (T6 and T73) Aluminum Alloys,7075,390,536,T73,,FALSE,
10.1016/j.msea.2014.02.036,Under aged (T4),7000,Mechanical properties of the 7150 aluminium alloy of various tempers tested in air at nominal strain rate (~2.2x10-3 s-1) and at slow strain rate (~3.3x10-6 s-1).,7150,385,447,T4,,FALSE,
10.1016/j.msea.2014.02.036,Peak aged (T6),7000,Mechanical properties of the 7150 aluminium alloy of various tempers tested in air at nominal strain rate (~2.2x10-3 s-1) and at slow strain rate (~3.3x10-6 s-1).,7150,530,574,T6,,FALSE,
10.1016/j.msea.2014.02.036,Highly over aged,7000,Mechanical properties of the 7150 aluminium alloy of various tempers tested in air at nominal strain rate (~2.2x10-3 s-1) and at slow strain rate (~3.3x10-6 s-1).,7150,446,477,T7,,FALSE,
10.1016/j.actamat.2006.11.009,70.33,7000,Chemical composition and static properties of 7075-T651 Al alloy,7075,515,557,T651,14.7,FALSE,
10.1007/s11661-015-3026-x,,7000,Mechanical Properties of the Al7050-T7451[],7050,460,520,T7451,,FALSE,
10.1016/j.msea.2014.10.058,Al-Zn-Mg-Cu,7000,"SSRT results of Al-Zn-Mg-Cu alloys with different Sc, Zr contents and tempered conditions at a strain rate of 1.33x10-6 s-1.",,446,474,T6,15.6,FALSE,
10.1016/j.msea.2014.10.058,Al-Zn-Mg-Cu,7000,"SSRT results of Al-Zn-Mg-Cu alloys with different Sc, Zr contents and tempered conditions at a strain rate of 1.33x10-6 s-1.",,418,435,T6,6.5,FALSE,
10.1016/j.msea.2014.10.058,Al-Zn-Mg-Cu-0.10Sc-0.10Zr,7000,"SSRT results of Al-Zn-Mg-Cu alloys with different Sc, Zr contents and tempered conditions at a strain rate of 1.33x10-6 s-1.",,489,509,T6,16.3,FALSE,
10.1016/j.msea.2014.10.058,Al-Zn-Mg-Cu-0.10Sc-0.10Zr,7000,"SSRT results of Al-Zn-Mg-Cu alloys with different Sc, Zr contents and tempered conditions at a strain rate of 1.33x10-6 s-1.",,459,483,T6,12.5,FALSE,
10.1016/j.msea.2014.10.058,Al-Zn-Mg-Cu-0.25Sc-0.10Zr,7000,"SSRT results of Al-Zn-Mg-Cu alloys with different Sc, Zr contents and tempered conditions at a strain rate of 1.33x10-6 s-1.",,536,567,T6,18.8,FALSE,
10.1016/j.msea.2014.10.058,Al-Zn-Mg-Cu-0.25Sc-0.10Zr,7000,"SSRT results of Al-Zn-Mg-Cu alloys with different Sc, Zr contents and tempered conditions at a strain rate of 1.33x10-6 s-1.",,505,542,T6,17.1,FALSE,
10.1016/j.msea.2014.10.058,Al-Zn-Mg-Cu-0.25Sc-0.10Zr,7000,"SSRT results of Al-Zn-Mg-Cu alloys with different Sc, Zr contents and tempered conditions at a strain rate of 1.33x10-6 s-1.",,488,522,T4,16.3,FALSE,
10.1016/j.msea.2014.10.058,Al-Zn-Mg-Cu-0.25Sc-0.10Zr,7000,"SSRT results of Al-Zn-Mg-Cu alloys with different Sc, Zr contents and tempered conditions at a strain rate of 1.33x10-6 s-1.",,453,493,T4,13.6,FALSE,
10.1016/j.msea.2014.10.058,Al-Zn-Mg-Cu-0.25Sc-0.10Zr,7000,"SSRT results of Al-Zn-Mg-Cu alloys with different Sc, Zr contents and tempered conditions at a strain rate of 1.33x10-6 s-1.",,479,510,T7,15.3,FALSE,
10.1016/j.msea.2014.10.058,Al-Zn-Mg-Cu-0.25Sc-0.10Zr,7000,"SSRT results of Al-Zn-Mg-Cu alloys with different Sc, Zr contents and tempered conditions at a strain rate of 1.33x10-6 s-1.",,474,501,T7,14.3,FALSE,
10.1016/j.msea.2014.10.058,Al-Zn-Mg-Cu-0.25Sc-0.10Zr,7000,"SSRT results of Al-Zn-Mg-Cu alloys with different Sc, Zr contents and tempered conditions at a strain rate of 1.33x10-6 s-1.",,468,490,T7,16.1,FALSE,
10.1016/j.msea.2014.10.058,Al-Zn-Mg-Cu-0.25Sc-0.10Zr,7000,"SSRT results of Al-Zn-Mg-Cu alloys with different Sc, Zr contents and tempered conditions at a strain rate of 1.33x10-6 s-1.",,467,485,T7,15.5,FALSE,
10.1016/j.scriptamat.2004.07.020,UA,7000,Quasi-static mechanical properties of 7017,7017,274,435,T4,13,FALSE,
10.1016/j.scriptamat.2004.07.020,PA,7000,Quasi-static mechanical properties of 7017,7017,402,469,T6,5,FALSE,
10.1016/j.ijmecsci.2015.10.004,Value,7000,Physical and mechanical properties of 7050-T7451 aluminum alloy.,7050,455,510,T7451,,FALSE,
10.1016/j.msea.2007.10.083,0%,7000,Average room temperature tensile test properties of 7475-T7351,7475,405.76,482.6,T7351,12.11,FALSE,
10.1016/j.msea.2007.10.083,3%,7000,Average room temperature tensile test properties of 7475-T7351,7475,412.17,496.38,T7351,9.82,FALSE,
10.1016/j.msea.2007.10.083,5%,7000,Average room temperature tensile test properties of 7475-T7351,7475,416,497.67,T7351,8.82,FALSE,
10.1016/j.jmatprotec.2006.11.047,AA7075,7000,Tensile properties at room temperature,7075,251,402,,11.6,FALSE,
10.1016/j.jmatprotec.2006.11.047,0.11 wt.% Sc,7000,Tensile properties at room temperature,7075,301,449,,11.7,FALSE,
10.1016/j.jmatprotec.2006.11.047,0.30 wt.% Sc,7000,Tensile properties at room temperature,7075,314,463,,12.2,FALSE,
10.1016/j.msea.2008.07.028,AlZnMgCu-0.16Zr,7000,Mechanical properties and electric conductivity of T6-tempered alloys,,683.6,709.7,T6,8.9,FALSE,
10.1016/j.msea.2008.07.028,AlZnMgCu-0.16Zr-0.2Cr-0.3Yb,7000,Mechanical properties and electric conductivity of T6-tempered alloys,,725.2,747.1,T6,9.3,FALSE,
10.1016/j.matchemphys.2009.05.048,T76,7000,Transverse mechanical properties of differently treated 7050 Al alloy at a strain rate of 2 x 10-6 s-1.,7050,,489,T76,9.1,FALSE,
10.1016/j.matchemphys.2009.05.048,T6,7000,Transverse mechanical properties of differently treated 7050 Al alloy at a strain rate of 2 x 10-6 s-1.,7050,,588,T6,8.6,FALSE,
10.1016/j.matchemphys.2009.05.048,CR4,7000,Transverse mechanical properties of differently treated 7050 Al alloy at a strain rate of 2 x 10-6 s-1.,7050,,624,CR4,6.6,FALSE,
10.1016/j.matchemphys.2009.05.048,CR2,7000,Transverse mechanical properties of differently treated 7050 Al alloy at a strain rate of 2 x 10-6 s-1.,7050,,636,CR2,4.4,FALSE,
10.1016/j.matchemphys.2009.05.048,T76,7000,Transverse mechanical properties of differently treated 7050 Al alloy at a strain rate of 2 x 10-6 s-1.,7050,,484,T76,8.6,FALSE,
10.1016/j.matchemphys.2009.05.048,T6,7000,Transverse mechanical properties of differently treated 7050 Al alloy at a strain rate of 2 x 10-6 s-1.,7050,,591,T6,5.8,FALSE,
10.1016/j.matchemphys.2009.05.048,CR4,7000,Transverse mechanical properties of differently treated 7050 Al alloy at a strain rate of 2 x 10-6 s-1.,7050,,614,CR4,4.6,FALSE,
10.1016/j.matchemphys.2009.05.048,CR2,7000,Transverse mechanical properties of differently treated 7050 Al alloy at a strain rate of 2 x 10-6 s-1.,7050,,624,CR2,3.4,FALSE,
10.1016/j.mseb.2012.04.008,1,7000,"Mechanical properties, KISCC and SCC duration for 7055 alloy.",7055,717,736,,8.7,FALSE,
10.1016/j.mseb.2012.04.008,2,7000,"Mechanical properties, KISCC and SCC duration for 7055 alloy.",7055,738,755,,10,FALSE,
10.1016/j.mseb.2012.04.008,3,7000,"Mechanical properties, KISCC and SCC duration for 7055 alloy.",7055,662,677,,9.2,FALSE,
10.1007/s10853-007-1604-z,Al7020 (BM),7000,Results of tensile tests (values are average of 3 specimens),7020,326,385,,13.6,FALSE,
10.1016/j.msea.2014.06.037,7017,7000,Room temperature mechanical properties of 7017 and 7055 alloys.,7017,408,455,,17,FALSE,
10.1016/j.msea.2014.06.037,7055,7000,Room temperature mechanical properties of 7017 and 7055 alloys.,7055,611,655,,12,FALSE,
10.1016/j.msea.2006.12.125,Base metal (AA7075),7000,Mechanical properties of base metal and filler metal,7075,417,610,,14.2,FALSE,
10.1016/j.msea.2004.02.052,AA7150-T77511,7000,Results of tensile testing performed on samples in all conditions,7150,582,624,T77511,11,FALSE,
10.1016/j.msea.2004.02.052,AA7150-T77511,7000,Results of tensile testing performed on samples in all conditions,7150,538,586,T77511,7,FALSE,
10.1016/j.msea.2004.02.052,AA7150 - T6,7000,Results of tensile testing performed on samples in all conditions,7150,594,660,T6,14,FALSE,
10.1016/j.msea.2004.02.052,AA7150-RRA20 + T6,7000,Results of tensile testing performed on samples in all conditions,7150,656,665,RRA20+T6,7,FALSE,
10.1016/j.msea.2004.02.052,AA7150-RRA40 + T6,7000,Results of tensile testing performed on samples in all conditions,7150,651,660,RRA40+T6,5,FALSE,
10.1016/j.msea.2004.02.052,AA7050-T76511,7000,Results of tensile testing performed on samples in all conditions,7050,475,540,T76511,10.8,FALSE,
10.1016/j.msea.2004.02.052,AA7050-T76511,7000,Results of tensile testing performed on samples in all conditions,7050,469,531,T76511,7,FALSE,
10.1016/j.msea.2004.02.052,AA7050 - T6,7000,Results of tensile testing performed on samples in all conditions,7050,512,610,T6,16.1,FALSE,
10.1016/j.msea.2004.02.052,AA7050-RRA20 + T6,7000,Results of tensile testing performed on samples in all conditions,7050,585,625,RRA20+T6,13.2,FALSE,
10.1016/j.msea.2004.02.052,AA7050-RRA40 + T6,7000,Results of tensile testing performed on samples in all conditions,7050,600,618,RRA40+T6,9.9,FALSE,
10.1007/s10853-006-0287-1,Laboratory air,7000,SSRT data of 7010 over aged Al-alloy obtained in different environments at 10-6/s strain rate,7010,,528,T7,12,FALSE,
10.1007/s10853-006-0287-1,Glycerin,7000,SSRT data of 7010 over aged Al-alloy obtained in different environments at 10-6/s strain rate,7010,,515,T7,14,FALSE,
10.1007/s10853-006-0287-1,3.5 wt.% NaCl,7000,SSRT data of 7010 over aged Al-alloy obtained in different environments at 10-6/s strain rate,7010,,530,T7,11.4,FALSE,
10.1007/s10853-006-0287-1,Cathodic charged,7000,SSRT data of 7010 over aged Al-alloy obtained in different environments at 10-6/s strain rate,7010,,506,T7,9,FALSE,
10.1016/j.msea.2010.12.058,T7451,7000,Mechanical properties of 7050-T7451.,7050,434,503,T7451,9,FALSE,
10.1016/j.msea.2010.12.058,T7451,7000,Mechanical properties of 7050-T7451.,7050,434,503,T7451,8,FALSE,
10.1016/j.msea.2010.12.058,T7451,7000,Mechanical properties of 7050-T7451.,7050,407,469,T7451,3,FALSE,
10.1016/j.msea.2010.12.058,T7451,7000,Mechanical properties of 7050-T7451.,7050,427,496,T7451,9,FALSE,
10.1016/j.msea.2010.12.058,T7451,7000,Mechanical properties of 7050-T7451.,7050,427,496,T7451,6,FALSE,
10.1016/j.msea.2010.12.058,T7451,7000,Mechanical properties of 7050-T7451.,7050,400,469,T7451,3,FALSE,
10.1016/j.jmatprotec.2016.05.022,AA7075-T6,7000,Mechanical properties and sheet thickness of AA7075-T6 Al alloy and AZ31B-O Mg alloy.,7075,503,572,T6,11,FALSE,
10.1016/j.actamat.2004.06.023,6,7000,Mechanical properties of the 7175 aluminium alloy,7175,463,529,,,FALSE,
10.1016/j.actamat.2004.06.023,16,7000,Mechanical properties of the 7175 aluminium alloy,7175,488,554,,,FALSE,
10.1016/j.actamat.2004.06.023,54,7000,Mechanical properties of the 7175 aluminium alloy,7175,477,528,,,FALSE,
10.1016/j.actamat.2004.06.023,98,7000,Mechanical properties of the 7175 aluminium alloy,7175,491,557,,,FALSE,
10.1016/j.actamat.2004.06.023,200,7000,Mechanical properties of the 7175 aluminium alloy,7175,456,507,,,FALSE,
10.1016/j.ijfatigue.2006.05.007,7075-T651,7000,Tensile properties for the as received AA 7075-T651,7075,534,601,T651,11,FALSE,
10.1016/j.actamat.2013.09.042,UFG7075-E,7000,Mechanical data for the consolidated Al 7075 materials.,7075,583,631,,1.9,FALSE,
10.1016/j.actamat.2013.09.042,UFG7075-E-sol,7000,Mechanical data for the consolidated Al 7075 materials.,7075,584,635,W,5.3,FALSE,
10.1016/j.actamat.2013.09.042,CG7075-E-Nag,7000,Mechanical data for the consolidated Al 7075 materials.,7075,402,564,T4,11.5,FALSE,
10.1016/j.actamat.2013.09.042,UFG7075-E-Nag,7000,Mechanical data for the consolidated Al 7075 materials.,7075,658,686,T4,2.5,FALSE,
10.1016/j.actamat.2013.09.042,CG7075-E-T6,7000,Mechanical data for the consolidated Al 7075 materials.,7075,613,659,T6,3.9,FALSE,
10.1016/j.actamat.2013.09.042,UFG7075-E-T6,7000,Mechanical data for the consolidated Al 7075 materials.,7075,734,774,T6,2.8,FALSE,
10.1016/j.actamat.2013.09.042,C7075-T6,7000,Mechanical data for the consolidated Al 7075 materials.,7075,541,593,T6,13.2,FALSE,
10.1007/s10853-010-4313-y,As-extruded Al-7075 + Sc,7000,Mechanical properties of 7000 alloys,7075,553.3,705.5,,10.4,FALSE,
10.1007/s10853-010-4313-y,Solution-treated Al-7075 + Sc,7000,Mechanical properties of 7000 alloys,7075,462.6,619.6,,7.7,FALSE,
10.1007/s10853-010-4313-y,Al-7010 [],7000,Mechanical properties of 7000 alloys,7010,500,566,,13,FALSE,
10.1007/s10853-010-4313-y,Al-7010 + Sc [],7000,Mechanical properties of 7000 alloys,7010,537,588,,14,FALSE,
10.1007/s10853-010-4313-y,Coarse-grained Al-7075 [],7000,Mechanical properties of 7000 alloys,7075,502,545,,12,FALSE,
10.1007/s10853-010-4313-y,Fine-grained Al-7075 [],7000,Mechanical properties of 7000 alloys,7075,461,514,,16,FALSE,
10.1007/s11661-014-2235-z,1.7,7000,Chemical Composition and Mechanical Properties of AA7075-T6 Base Material,7075,445,520,T6,12,FALSE,
10.1007/s10853-018-2201-z,Al 7449 base metal Alloy A,7000,Tensile results for both aluminum 7449 alloys,7449,607,630,,12,FALSE,
10.1007/s10853-018-2201-z,Al 7449 base metal Alloy B,7000,Tensile results for both aluminum 7449 alloys,7449,409,487,,15,FALSE,
10.1007/s10853-018-2201-z,T7951 [],7000,Tensile results for both aluminum 7449 alloys,7449,591,622,T7951,10.5,FALSE,
10.1007/s10853-018-2201-z,T7E [],7000,Tensile results for both aluminum 7449 alloys,7449,404,481,T7,15,FALSE,
10.1016/j.matdes.2017.07.013,184.9,7000,Mechanical properties of the AA 7075-T651 used in this study.,7075,529.3,576.1,T651,14.79,FALSE,
10.1016/j.msea.2016.02.045,Uncoated,7000,Mechanical properties measured for the PEO coated and uncoated AA7020-T6 alloy after SSRT in 3.5% NaCl solution.,7020,,408,T6,14.2,FALSE,
10.1016/j.msea.2016.02.045,Uncoated,7000,Mechanical properties measured for the PEO coated and uncoated AA7020-T6 alloy after SSRT in 3.5% NaCl solution.,7020,,402,T6,10.6,FALSE,
10.1016/j.msea.2016.02.045,PEO coated,7000,Mechanical properties measured for the PEO coated and uncoated AA7020-T6 alloy after SSRT in 3.5% NaCl solution.,7020,,408,T6,14.1,FALSE,
10.1016/j.msea.2016.02.045,PEO coated,7000,Mechanical properties measured for the PEO coated and uncoated AA7020-T6 alloy after SSRT in 3.5% NaCl solution.,7020,,400,T6,11,FALSE,
10.1016/j.msea.2011.11.031,Annealed condition,7000,Mechanical properties of Al 7075 before and after ECAP.,7075,147,245,O,15.33,FALSE,
10.1016/j.msea.2011.11.031,3-pass,7000,Mechanical properties of Al 7075 before and after ECAP.,7075,336,376,,5.75,FALSE,
10.1016/j.msea.2011.11.031,4-pass,7000,Mechanical properties of Al 7075 before and after ECAP.,7075,381,398,,2,FALSE,
10.1016/j.msea.2011.11.031,3-pass,7000,Mechanical properties of Al 7075 before and after ECAP.,7075,325,373,,7.13,FALSE,
10.1016/j.msea.2011.11.031,4-pass,7000,Mechanical properties of Al 7075 before and after ECAP.,7075,389,427,,7,FALSE,
10.1016/j.msea.2011.11.031,3-pass,7000,Mechanical properties of Al 7075 before and after ECAP.,7075,345,400,,7.94,FALSE,
10.1016/j.msea.2011.11.031,4-pass,7000,Mechanical properties of Al 7075 before and after ECAP.,7075,394,425,,7.88,FALSE,
10.1016/j.msea.2011.11.031,3-pass,7000,Mechanical properties of Al 7075 before and after ECAP.,7075,302,344,,10.75,FALSE,
10.1016/j.msea.2011.11.031,4-pass,7000,Mechanical properties of Al 7075 before and after ECAP.,7075,317,351,,10.56,FALSE,
10.1016/j.msea.2004.01.039,UA,7000,The tensile properties of 7034/SiC/15p composites,7034,662,709,T4,1.8,FALSE,
10.1016/j.msea.2004.01.039,UA,7000,The tensile properties of 7034/SiC/15p composites,7034,574,604,T4,2.5,FALSE,
10.1016/j.msea.2004.01.039,PA,7000,The tensile properties of 7034/SiC/15p composites,7034,612,683,T6,1.9,FALSE,
10.1016/j.msea.2004.01.039,PA,7000,The tensile properties of 7034/SiC/15p composites,7034,562,611,T6,1.9,FALSE,
10.1016/j.msea.2014.09.094,T6,7000,Chemical composition and mechanical properties of AA 7039 aluminum alloy in different temper conditions.,7039,328,414,T6,15.1,FALSE,
10.1016/j.msea.2016.09.022,Al-40Zn-3Cu,7000,Tensile properties of the Al-xZn-3Cu gravity-cast alloys tested with different Zn contents.,,354,434,,3.4,FALSE,
10.1016/j.msea.2016.09.022,Al-45Zn-3Cu,7000,Tensile properties of the Al-xZn-3Cu gravity-cast alloys tested with different Zn contents.,,402,455,,3.1,FALSE,
10.1016/j.msea.2009.08.032,T73 alloy,7000,Mechanical and physical properties of 7075 T73 and annealed aluminum alloy.,7075,434,503,T73,17,FALSE,
10.1016/j.msea.2009.08.032,Annealed alloy,7000,Mechanical and physical properties of 7075 T73 and annealed aluminum alloy.,7075,103,228,O,11,FALSE,
10.1016/j.msea.2012.07.016,Bal.,7000,Chemical composition and mechanical properties of AA 7039 aluminum alloy.,7039,328,414,,15.1,FALSE,
10.1016/j.msea.2013.09.005,T6,7000,Tensile strength and electrical conductivity of the alloy under various aging tempers.,7150,,660,T6,,FALSE,
10.1016/j.msea.2013.09.005,T79,7000,Tensile strength and electrical conductivity of the alloy under various aging tempers.,7150,,655,T79,,FALSE,
10.1016/j.msea.2013.09.005,T76,7000,Tensile strength and electrical conductivity of the alloy under various aging tempers.,7150,,643,T76,,FALSE,
10.1016/j.msea.2013.09.005,T74,7000,Tensile strength and electrical conductivity of the alloy under various aging tempers.,7150,,591,T74,,FALSE,
10.1016/j.msea.2013.09.005,T73,7000,Tensile strength and electrical conductivity of the alloy under various aging tempers.,7150,,562,T73,,FALSE,
10.1016/j.msea.2013.09.005,RRA,7000,Tensile strength and electrical conductivity of the alloy under various aging tempers.,7150,,659,T73,,FALSE,
10.1016/j.msea.2015.05.094,Mg/Al-Al,7000,"The yield strengths, ultimate strengths and elongations to fracture under tension along the ED.",7050,489,572,,6.6,FALSE,
10.1016/j.msea.2015.05.094,Mg/Al,7000,"The yield strengths, ultimate strengths and elongations to fracture under tension along the ED.",7050,300,330,,1.6,FALSE,
10.1016/j.msea.2014.05.021,AlZnMgCu-0.16Zr,7000,Mechanical properties and fracture toughness of T6-tempered alloys.,,683.6,704,T6,8.9,FALSE,
10.1016/j.msea.2014.05.021,AlZnMgCu-0.16Zr-0.3Er-0.18Cr,7000,Mechanical properties and fracture toughness of T6-tempered alloys.,,728.1,743.9,T6,9.2,FALSE,
10.1016/j.msea.2016.03.131,0.3,7000,Chemical compositions and mechanical properties of 7N01-T4 aluminum alloy.,,,445,T4,14.5,FALSE,
10.1016/j.msea.2013.11.094,Al7068-30h,7000,Vickers microhardness and compression tests results for consolidated samples.,7068,,453,,3.7,FALSE,
10.1016/j.msea.2013.11.094,Al7068-40h,7000,Vickers microhardness and compression tests results for consolidated samples.,7068,,667,,4.5,FALSE,
10.1016/j.msea.2013.11.094,Al7068-50h,7000,Vickers microhardness and compression tests results for consolidated samples.,7068,,623,,4.3,FALSE,
10.1016/j.msea.2008.04.023,T6,7000,"Transverse mechanical properties of differently-treated 7050 samples at a strain rate of 2x10-6
s-1",7050,,588,T6,8.6,FALSE,
10.1016/j.msea.2008.04.023,T76,7000,"Transverse mechanical properties of differently-treated 7050 samples at a strain rate of 2x10-6
s-1",7050,,489,T76,9.1,FALSE,
10.1016/j.msea.2008.04.023,HTA0.5,7000,"Transverse mechanical properties of differently-treated 7050 samples at a strain rate of 2x10-6
s-1",7050,,589,,8.6,FALSE,
10.1016/j.msea.2008.04.023,HTA1,7000,"Transverse mechanical properties of differently-treated 7050 samples at a strain rate of 2x10-6
s-1",7050,,575,,8.8,FALSE,
10.1016/j.msea.2008.04.023,HTA5,7000,"Transverse mechanical properties of differently-treated 7050 samples at a strain rate of 2x10-6
s-1",7050,,509,,9.6,FALSE,
10.1016/j.msea.2008.04.023,T6,7000,"Transverse mechanical properties of differently-treated 7050 samples at a strain rate of 2x10-6
s-1",7050,,591,T6,5.8,FALSE,
10.1016/j.msea.2008.04.023,T76,7000,"Transverse mechanical properties of differently-treated 7050 samples at a strain rate of 2x10-6
s-1",7050,,484,T76,8.6,FALSE,
10.1016/j.msea.2008.04.023,HTA0.5,7000,"Transverse mechanical properties of differently-treated 7050 samples at a strain rate of 2x10-6
s-1",7050,,590,,5.9,FALSE,
10.1016/j.msea.2008.04.023,HTA1,7000,"Transverse mechanical properties of differently-treated 7050 samples at a strain rate of 2x10-6
s-1",7050,,575,,6.8,FALSE,
10.1016/j.msea.2008.04.023,HTA5,7000,"Transverse mechanical properties of differently-treated 7050 samples at a strain rate of 2x10-6
s-1",7050,,497,,9.1,FALSE,
10.1016/s0921-5093(02)00158-2,Al-2Mg-5Zn,7000,"Tension test results for YS, UTS, EF, K, n",,192,320,,17,FALSE,
10.1016/s0921-5093(02)00158-2,Al-3Mg-5Zn,7000,"Tension test results for YS, UTS, EF, K, n",,226,363,,17,FALSE,
10.1016/s0921-5093(02)00158-2,Al-4Mg-5Zn,7000,"Tension test results for YS, UTS, EF, K, n",,249,401,,17,FALSE,
10.1016/s0921-5093(02)00158-2,Al-2Mg-5Zn,7000,"Tension test results for YS, UTS, EF, K, n",,340,381,,17,FALSE,
10.1016/s0921-5093(02)00158-2,Al-2Mg-5Zn,7000,"Tension test results for YS, UTS, EF, K, n",,342,382,,12,FALSE,
10.1016/s0921-5093(02)00158-2,Al-3Mg-5Zn,7000,"Tension test results for YS, UTS, EF, K, n",,370,416,,14,FALSE,
10.1016/s0921-5093(02)00158-2,Al-3Mg-5Zn,7000,"Tension test results for YS, UTS, EF, K, n",,400,438,,8,FALSE,
10.1016/s0921-5093(02)00158-2,Al-4Mg-5Zn,7000,"Tension test results for YS, UTS, EF, K, n",,397,449,,15,FALSE,
